song_title,musical,subsection,year,composer,lyricist,lexical_richness,lexical_density,most_used_words,go_neutral,go_approval,go_excitement,go_curiosity,go_joy,go_admiration,go_confusion,go_realization,go_optimism,go_caring,go_love,go_desire,go_annoyance,go_surprise,go_amusement,go_relief,go_disapproval,go_pride,go_anger,go_disappointment,go_fear,go_nervousness,go_disgust,go_gratitude,go_sadness,go_embarrassment,go_grief,go_remorse
Hot Enough For You,"Act, The",Act 2,1977,John Kander,Fred Ebb,0.3884,0.4196,"get, entitled, mister, hot, right",0.4591,0.1059,0.0733,0.2101,0.0066,0.0212,0.0229,0.0096,0.0044,0.0019,0.0018,0.0019,0.0171,0.0577,0.004,0.0009,0.004,0.0006,0.0028,0.0038,0.0016,0.0011,0.0017,0.0004,0.0014,0.0013,0.0004,0.0003
Little Do They Know (Reprise),"Act, The",Act 2,1977,John Kander,Fred Ebb,0.4444,0.4222,"chorus, girl, ah, men, gypsy",0.7342,0.0182,0.0248,0.0043,0.0055,0.003,0.0033,0.0123,0.0807,0.0016,0.0011,0.0306,0.0608,0.005,0.0057,0.0007,0.0058,0.0006,0.0144,0.0098,0.0051,0.0012,0.0288,0.0007,0.0038,0.0041,0.0006,0.0004
My Own Space,"Act, The",Act 2,1977,John Kander,Fred Ebb,0.3648,0.522,"love, space, leave, place, pass",0.3262,0.0242,0.0054,0.0046,0.0101,0.0073,0.0044,0.0128,0.0207,0.0379,0.6371,0.0528,0.0082,0.0021,0.0028,0.001,0.008,0.0006,0.0073,0.0073,0.0021,0.0015,0.0036,0.0056,0.0117,0.0009,0.0013,0.0033
Addams Family Theme,"Addams Family, The",Act Unknown,2009,Andrew Lippa,Andrew Lippa,1.0,0.75,"instrumental, update, august",0.8906,0.0145,0.0167,0.0047,0.0053,0.0015,0.0055,0.0228,0.0119,0.0011,0.0017,0.0089,0.0023,0.0052,0.0025,0.001,0.0011,0.0005,0.0006,0.0032,0.0017,0.0012,0.0011,0.0046,0.0026,0.0007,0.0007,0.0008
Overture,"Addams Family, The",Act Unknown,2009,Andrew Lippa,Andrew Lippa,1.0,0.75,"instrumental, update, february",0.9186,0.0156,0.0122,0.0033,0.0072,0.001,0.0055,0.0338,0.0091,0.0011,0.0013,0.0041,0.0037,0.0042,0.0038,0.0015,0.0013,0.0007,0.0008,0.0036,0.0019,0.0013,0.0013,0.0039,0.0031,0.001,0.0007,0.0009
When You're An Addams,"Addams Family, The",Act Unknown,2009,Andrew Lippa,Andrew Lippa,0.3836,0.3425,"addams, ah, family, gomez, need",0.7237,0.0425,0.0652,0.0016,0.1443,0.0112,0.0016,0.0078,0.0047,0.0044,0.0171,0.0035,0.006,0.0015,0.0149,0.002,0.0042,0.0017,0.0016,0.002,0.0009,0.0006,0.0011,0.0019,0.0014,0.0005,0.0004,0.0004
Pulled,"Addams Family, The",Act Unknown,2009,Andrew Lippa,Andrew Lippa,0.5033,0.4869,"pull, new, direction, think, know",0.257,0.1892,0.0291,0.0258,0.0706,0.2105,0.0816,0.0571,0.0099,0.0037,0.1641,0.0041,0.0445,0.0284,0.0041,0.0061,0.0198,0.0032,0.0065,0.0224,0.0071,0.0116,0.1604,0.0011,0.014,0.0066,0.0019,0.002
Where Did We Go Wrong,"Addams Family, The",Act Unknown,2009,Andrew Lippa,Andrew Lippa,0.4189,0.3757,"gomez, morticia, spoken, wrong, teach",0.7658,0.0383,0.0011,0.1011,0.001,0.0013,0.0768,0.0156,0.0063,0.0043,0.0017,0.002,0.0094,0.0031,0.0012,0.0005,0.0044,0.0001,0.0016,0.0122,0.002,0.0018,0.0012,0.0003,0.0088,0.0011,0.0007,0.0013
One Normal Night,"Addams Family, The",Act Unknown,2009,Andrew Lippa,Andrew Lippa,0.3783,0.4178,"normal, night, fester, right, wednesday",0.7136,0.0345,0.003,0.0863,0.0019,0.0026,0.086,0.012,0.0042,0.0023,0.0358,0.0039,0.032,0.0039,0.0015,0.0006,0.0706,0.0003,0.0036,0.0152,0.0016,0.0009,0.0031,0.0005,0.0029,0.0023,0.0004,0.0006
Morticia,"Addams Family, The",Act Unknown,2009,Andrew Lippa,Andrew Lippa,0.4502,0.3791,"doo, morticia, male, gomez, ancestors",0.6203,0.043,0.0034,0.0102,0.0024,0.0037,0.0859,0.023,0.0312,0.0813,0.0678,0.062,0.0128,0.0046,0.0014,0.0013,0.0586,0.0006,0.0027,0.0315,0.0059,0.004,0.0045,0.0012,0.0114,0.0015,0.0012,0.0018
What If,"Addams Family, The",Act Unknown,2009,Andrew Lippa,Andrew Lippa,0.5956,0.377,"pugsley, spoken, grandma, away, leave",0.5848,0.0133,0.0022,0.1954,0.004,0.0017,0.0972,0.0092,0.0166,0.0783,0.0071,0.0056,0.0225,0.0039,0.0028,0.0015,0.0058,0.0003,0.0083,0.0182,0.0074,0.0059,0.0033,0.0004,0.0464,0.0015,0.0024,0.0026
Full Disclosure,"Addams Family, The",Act Unknown,2009,Andrew Lippa,Andrew Lippa,0.4792,0.4673,"disclosure, speak, fester, company, love",0.3456,0.0468,0.0357,0.0525,0.1061,0.0488,0.0185,0.0098,0.0031,0.0021,0.3059,0.0022,0.0046,0.008,0.0067,0.003,0.0068,0.0028,0.0021,0.0029,0.0015,0.0008,0.0014,0.1468,0.0018,0.0012,0.0006,0.0005
Waiting,"Addams Family, The",Act Unknown,2009,Andrew Lippa,Andrew Lippa,0.576,0.432,"ah, wait, woman, pain, waiting",0.7961,0.006,0.003,0.0032,0.007,0.0005,0.0057,0.0193,0.0061,0.0019,0.0013,0.0173,0.0215,0.003,0.0179,0.0012,0.0244,0.0003,0.0024,0.0654,0.0034,0.0037,0.0038,0.0003,0.0528,0.0026,0.0018,0.0015
Full Disclosure - Part 2,"Addams Family, The",Act Unknown,2009,Andrew Lippa,Andrew Lippa,0.4464,0.317,"gomez, fester, marry, spoken, ancestors",0.5805,0.0174,0.0078,0.0466,0.003,0.0032,0.0297,0.0217,0.0036,0.0032,0.0017,0.0022,0.0143,0.0187,0.0033,0.0014,0.0198,0.0009,0.0028,0.059,0.0581,0.005,0.0063,0.0005,0.0955,0.0069,0.0027,0.0301
Just Around The Corner,"Addams Family, The",Act Unknown,2009,Andrew Lippa,Andrew Lippa,0.5247,0.4753,"death, corner, come, ancestor, morticia",0.3065,0.0495,0.0066,0.0368,0.0575,0.0041,0.0328,0.0432,0.1435,0.0211,0.0037,0.023,0.013,0.0136,0.0026,0.0118,0.0108,0.0015,0.0027,0.1028,0.0592,0.0287,0.0026,0.0012,0.2351,0.0029,0.0074,0.0036
The Moon And Me,"Addams Family, The",Act Unknown,2009,Andrew Lippa,Andrew Lippa,0.2872,0.2872,"la, fester, moon, love, dream",0.528,0.0536,0.0186,0.0022,0.0162,0.0039,0.0018,0.0126,0.0225,0.0057,0.4196,0.0619,0.0036,0.0023,0.0021,0.001,0.0034,0.0008,0.0015,0.0053,0.0017,0.001,0.0017,0.0011,0.0047,0.0006,0.0007,0.0013
HappySad,"Addams Family, The",Act Unknown,2009,Andrew Lippa,Andrew Lippa,0.5854,0.478,"happy, sad, speak, little, feel",0.0567,0.0698,0.0085,0.042,0.2328,0.0099,0.0147,0.0165,0.0087,0.0812,0.0629,0.0109,0.013,0.0021,0.0055,0.0213,0.0106,0.002,0.0039,0.0585,0.0028,0.018,0.0013,0.0029,0.5146,0.0017,0.0153,0.0106
Crazier Than You,"Addams Family, The",Act Unknown,2009,Andrew Lippa,Andrew Lippa,0.4164,0.4103,"crazy, wanna, life, love, real",0.1503,0.0502,0.2292,0.0525,0.0419,0.0153,0.0071,0.0067,0.0602,0.0102,0.2699,0.2905,0.0138,0.0113,0.0063,0.0017,0.0059,0.002,0.0067,0.0084,0.005,0.0029,0.0028,0.0029,0.0043,0.0008,0.0009,0.0011
Let's Not Talk About Anything Else But Love,"Addams Family, The",Act Unknown,2009,Andrew Lippa,Andrew Lippa,0.3718,0.4424,"love, mal, gomez, talk, let",0.1792,0.0915,0.0082,0.0743,0.0124,0.0076,0.024,0.0133,0.0146,0.0287,0.554,0.014,0.0312,0.004,0.0061,0.0013,0.0366,0.0008,0.024,0.0161,0.0883,0.0083,0.0048,0.0008,0.0114,0.0017,0.0011,0.0013
Let's Not Talk About Anything Else But Love (Reprise),"Addams Family, The",Act Unknown,2009,Andrew Lippa,Andrew Lippa,0.4561,0.4298,"grandma, love, fester, gomez, talk",0.0718,0.0441,0.0304,0.1463,0.0311,0.0071,0.0315,0.0101,0.0133,0.0073,0.7692,0.0124,0.0082,0.0069,0.006,0.001,0.0097,0.0005,0.0056,0.0033,0.0021,0.0016,0.0022,0.0052,0.0035,0.0012,0.0006,0.0014
In The Arms,"Addams Family, The",Act Unknown,2009,Andrew Lippa,Andrew Lippa,0.4372,0.3767,"mal, alice, squid, arm, love",0.4218,0.0525,0.0744,0.0019,0.0875,0.0261,0.0022,0.0347,0.0048,0.0032,0.4454,0.0056,0.005,0.0373,0.0031,0.0038,0.0023,0.0039,0.0024,0.0094,0.0043,0.0032,0.0027,0.001,0.0098,0.0022,0.0023,0.0012
Live Before We Die,"Addams Family, The",Act Unknown,2009,Andrew Lippa,Andrew Lippa,0.4888,0.4478,"gomez, let, dance, speak, die",0.5072,0.1091,0.0208,0.0207,0.0736,0.1309,0.0159,0.0139,0.0387,0.0122,0.0137,0.0087,0.0028,0.0017,0.0057,0.003,0.0027,0.0021,0.0007,0.0023,0.0013,0.0009,0.0006,0.1738,0.0022,0.0004,0.0006,0.0009
Tango De Amor,"Addams Family, The",Act Unknown,2009,Andrew Lippa,Andrew Lippa,1.0,0.6364,"amor, leg, lady, arriba, wait",0.6781,0.0263,0.0334,0.169,0.0038,0.0022,0.0502,0.02,0.008,0.0009,0.0017,0.0023,0.0034,0.0321,0.0028,0.0006,0.0012,0.0003,0.0009,0.002,0.002,0.0014,0.0008,0.0005,0.0012,0.0008,0.0004,0.0004
Move Toward The Darkness,"Addams Family, The",Act Unknown,2009,Andrew Lippa,Andrew Lippa,0.5227,0.4716,"darkness, love, company, gomez, lurch",0.5554,0.0656,0.0036,0.0495,0.0047,0.0028,0.0473,0.017,0.0086,0.0182,0.3093,0.0048,0.0061,0.0016,0.0017,0.0012,0.0057,0.0003,0.0023,0.0043,0.003,0.0023,0.0015,0.0008,0.0073,0.0007,0.0008,0.0015
Something to Be Proud Of,Adding Machine,Act Unknown,2007,Joshua Schmidt,"Jason Loewith , Joshua Schmidt",0.4095,0.4203,"proud, hang, love, like, way",0.3605,0.1584,0.013,0.0027,0.0317,0.1535,0.0034,0.0546,0.0183,0.0208,0.1208,0.0095,0.0183,0.0389,0.0079,0.023,0.0122,0.1034,0.0058,0.0497,0.006,0.0054,0.0041,0.0093,0.0479,0.0106,0.0054,0.0067
In A Foreign City,Adrift In Macao,Act Unknown,1957,Unknown,Unknown,0.5,0.4877,"slinky, dress, foreign, city, billy",0.3357,0.0167,0.0062,0.0197,0.0075,0.0033,0.0171,0.0421,0.0071,0.0047,0.0038,0.004,0.0197,0.0087,0.0066,0.0028,0.0098,0.0009,0.0061,0.1179,0.3042,0.0554,0.0082,0.0012,0.2391,0.0072,0.0071,0.0073
Grumpy Mood,Adrift In Macao,Act Unknown,1957,Unknown,Unknown,0.575,0.5167,"grumpy, mood, need, foreign, city",0.2287,0.0232,0.0055,0.0105,0.0073,0.0014,0.0107,0.0312,0.0081,0.0059,0.002,0.1432,0.0862,0.0066,0.0018,0.0048,0.0171,0.0008,0.0043,0.3217,0.0031,0.0238,0.005,0.0005,0.1437,0.0053,0.0033,0.0047
Tempura's Song,Adrift In Macao,Act Unknown,1957,Unknown,Unknown,0.6,0.5211,"like, americans, beef, eat, american",0.1812,0.0151,0.0038,0.2542,0.0017,0.0035,0.0348,0.0041,0.0102,0.0049,0.0057,0.0283,0.1192,0.003,0.0045,0.0005,0.0898,0.0003,0.0514,0.0222,0.0102,0.0019,0.3793,0.0013,0.0088,0.0083,0.0008,0.0016
Mister McGuffin,Adrift In Macao,Act Unknown,1957,Unknown,Unknown,0.5436,0.4821,"mcguffin, look, run, lie, beware",0.4789,0.0231,0.0023,0.0014,0.0018,0.0033,0.0021,0.0095,0.0082,0.0398,0.0013,0.0026,0.04,0.0016,0.002,0.0013,0.0122,0.0009,0.0179,0.0049,0.2208,0.0066,0.0631,0.0007,0.0064,0.0036,0.0012,0.0008
Pretty Moon Over Macao,Adrift In Macao,Act Unknown,1957,Unknown,Unknown,0.547,0.4862,"moon, macao, pretty, moo, oh",0.0323,0.0889,0.0216,0.1472,0.0229,0.7751,0.0987,0.0135,0.0087,0.009,0.061,0.0026,0.0039,0.0067,0.0032,0.0022,0.0146,0.0037,0.0029,0.0195,0.0022,0.0025,0.0024,0.007,0.0564,0.0067,0.0038,0.1374
Mambo Malaysian,Adrift In Macao,Act Unknown,1957,Unknown,Unknown,0.4269,0.3769,"mambo, dance, occasion, malaysian, malaysians",0.3375,0.1115,0.1126,0.0067,0.0516,0.0589,0.0024,0.0181,0.0206,0.0164,0.1587,0.1471,0.0364,0.003,0.0144,0.0034,0.0174,0.0026,0.0031,0.0296,0.0017,0.0019,0.0035,0.0044,0.0332,0.0024,0.0017,0.0668
Sparks,Adrift In Macao,Act Unknown,1957,Unknown,Unknown,0.5065,0.4848,"spark, feel, right, flash, heat",0.1765,0.2248,0.0063,0.2017,0.002,0.199,0.0837,0.0245,0.0198,0.0049,0.0036,0.0122,0.089,0.0065,0.0013,0.0012,0.0946,0.0007,0.0079,0.1141,0.0023,0.0027,0.0047,0.0008,0.0087,0.0037,0.0008,0.0018
Adrift In Macao,Adrift In Macao,Act Unknown,1957,Unknown,Unknown,0.4943,0.5,"little, mascara, strap, old, ankle",0.2568,0.066,0.0175,0.0013,0.0201,0.3632,0.0013,0.029,0.0989,0.0076,0.0053,0.0099,0.0286,0.0034,0.0027,0.0077,0.0083,0.0059,0.0022,0.1338,0.0022,0.0102,0.0025,0.0017,0.047,0.0022,0.0022,0.0018
I'm Actually Irish,Adrift In Macao,Act Unknown,1957,Unknown,Unknown,0.5015,0.4444,"und, day, actually, irish, time",0.2474,0.0932,0.0089,0.0026,0.1099,0.1207,0.0074,0.0791,0.0054,0.004,0.154,0.0092,0.0224,0.016,0.0082,0.0081,0.0087,0.0022,0.0043,0.0789,0.0081,0.0076,0.005,0.0012,0.1768,0.004,0.0054,0.0029
Ticky Ticky Tock,Adrift In Macao,Act Unknown,1957,Unknown,Unknown,0.3248,0.4268,"ticky, kitty, new, york, bangkok",0.2577,0.1855,0.075,0.103,0.0805,0.2508,0.0111,0.0062,0.0082,0.007,0.2173,0.0045,0.0056,0.0059,0.0031,0.0018,0.0027,0.0021,0.002,0.0015,0.0008,0.0006,0.001,0.0014,0.0011,0.0004,0.0004,0.0004
Overture Civilization,"Adventures of Tom Sawyer, The",Act 1,Unknown,Unknown,Unknown,1.0,0.75,"instrumental, update, february",0.921,0.0135,0.0125,0.0039,0.0071,0.0011,0.005,0.0249,0.0082,0.0013,0.0013,0.0041,0.0033,0.0041,0.0038,0.0014,0.0011,0.0006,0.0009,0.0033,0.002,0.0013,0.0014,0.004,0.0036,0.0011,0.0008,0.0011
"Hey, Tom Sawyer","Adventures of Tom Sawyer, The",Act 1,Unknown,Unknown,Unknown,0.4071,0.369,"tom, hey, sawyer, boy, thing",0.5194,0.0306,0.0043,0.0038,0.0045,0.0024,0.0034,0.0163,0.0309,0.1124,0.083,0.016,0.0467,0.0023,0.0014,0.0046,0.044,0.0009,0.0227,0.0525,0.0066,0.0045,0.0045,0.0012,0.0311,0.0018,0.0017,0.0021
Here's my Plan,"Adventures of Tom Sawyer, The",Act 1,Unknown,Unknown,Unknown,0.4182,0.3805,"way, plan, find, like, tell",0.5929,0.0576,0.0117,0.0039,0.0055,0.0014,0.0086,0.0321,0.1749,0.0044,0.0019,0.0708,0.009,0.0045,0.0023,0.0016,0.0152,0.0008,0.0018,0.0113,0.0101,0.0032,0.0015,0.0009,0.0046,0.0008,0.0007,0.0008
Smart like That!,"Adventures of Tom Sawyer, The",Act 1,Unknown,Unknown,Unknown,0.297,0.3773,"like, tom, work, smart, ben",0.4135,0.1056,0.0149,0.0217,0.0202,0.0774,0.0168,0.0158,0.0194,0.0385,0.0022,0.0032,0.0615,0.0039,0.0022,0.0026,0.2364,0.0018,0.0065,0.0557,0.0013,0.0018,0.0023,0.002,0.0174,0.0032,0.0008,0.0121
Hands all Clean,"Adventures of Tom Sawyer, The",Act 1,Unknown,Unknown,Unknown,0.6061,0.4061,"like, need, joe, grave, doc",0.7783,0.0542,0.0053,0.0029,0.0026,0.0023,0.0025,0.0122,0.0114,0.0053,0.0015,0.0503,0.0491,0.0015,0.0024,0.0008,0.0076,0.0005,0.0095,0.0116,0.0015,0.0007,0.0057,0.001,0.0065,0.001,0.0006,0.0007
The Vow,"Adventures of Tom Sawyer, The",Act 1,Unknown,Unknown,Unknown,0.4932,0.411,"tom, huck, tell, get, vow",0.6564,0.0718,0.002,0.1139,0.0026,0.1309,0.065,0.0068,0.01,0.0037,0.0083,0.0021,0.0123,0.0015,0.0025,0.0003,0.0044,0.0005,0.0029,0.0023,0.0023,0.0007,0.0014,0.0005,0.0011,0.0005,0.0003,0.0004
Raising A Child by Yourself,"Adventures of Tom Sawyer, The",Act 1,Unknown,Unknown,Unknown,0.4495,0.4174,"raise, child, aunt, polly, know",0.5794,0.1507,0.0077,0.001,0.1247,0.0585,0.003,0.025,0.0337,0.0093,0.0071,0.0073,0.0391,0.0009,0.0024,0.0083,0.0355,0.0034,0.0027,0.033,0.001,0.0011,0.0023,0.0025,0.0238,0.0013,0.0009,0.0008
Old Hundred,"Adventures of Tom Sawyer, The",Act 1,Unknown,Unknown,Unknown,0.8214,0.4286,"praise, congregation, god, blessing, flow",0.1948,0.0435,0.0098,0.0007,0.0132,0.2722,0.0006,0.003,0.0094,0.0433,0.0054,0.0024,0.0038,0.0007,0.0008,0.0041,0.0015,0.0078,0.0014,0.0008,0.0007,0.0002,0.0009,0.4267,0.0012,0.0004,0.0008,0.0008
In The Bible,"Adventures of Tom Sawyer, The",Act 1,Unknown,Unknown,Unknown,0.38,0.414,"tom, bible, tell, great, amen",0.302,0.1792,0.0115,0.0671,0.0061,0.4529,0.0077,0.0116,0.0061,0.0015,0.023,0.0014,0.0062,0.0039,0.0031,0.001,0.0043,0.0032,0.0017,0.0036,0.0199,0.0009,0.0016,0.0017,0.0013,0.0006,0.0004,0.0003
It Just Ain't Me,"Adventures of Tom Sawyer, The",Act 1,Unknown,Unknown,Unknown,0.5714,0.4286,"be, tell, tight, like, huck",0.4724,0.0155,0.001,0.0602,0.001,0.0008,0.1395,0.0196,0.0091,0.0024,0.001,0.0049,0.1013,0.0052,0.0013,0.0006,0.2298,0.0002,0.0113,0.1525,0.0045,0.0042,0.0039,0.0004,0.0252,0.0034,0.0011,0.002
To Hear You Say My Name,"Adventures of Tom Sawyer, The",Act 1,Unknown,Unknown,Unknown,0.4043,0.3936,"choose, thing, chorus, natural, come",0.4285,0.3429,0.0135,0.0518,0.0038,0.011,0.0651,0.0998,0.0186,0.0014,0.0023,0.0023,0.0034,0.0508,0.0015,0.0018,0.0037,0.0008,0.0006,0.0024,0.0012,0.001,0.001,0.0012,0.0009,0.0008,0.0004,0.0004
Murrell's Gold,"Adventures of Tom Sawyer, The",Act 1,Unknown,Unknown,Unknown,0.422,0.3532,"joe, muff, gold, injun, murrell",0.5677,0.1341,0.0025,0.1353,0.0011,0.0066,0.0664,0.0112,0.1001,0.0537,0.0024,0.0155,0.0148,0.0016,0.0018,0.0007,0.0073,0.0004,0.0025,0.0031,0.0011,0.0007,0.0011,0.0022,0.0011,0.0005,0.0003,0.0008
The Testimony,"Adventures of Tom Sawyer, The",Act 1,Unknown,Unknown,Unknown,0.604,0.3465,"joe, speak, doc, tom, injun",0.7585,0.0474,0.0086,0.003,0.0081,0.0041,0.0029,0.0412,0.0024,0.0012,0.002,0.0021,0.0169,0.0114,0.005,0.0021,0.0063,0.002,0.0061,0.0066,0.0393,0.0029,0.0062,0.0004,0.023,0.0028,0.0039,0.0006
Ain't Life Fine,"Adventures of Tom Sawyer, The",Act 2,Unknown,Unknown,Unknown,0.3182,0.5341,"life, be, fine, kid, get",0.354,0.0651,0.0042,0.0165,0.0452,0.0159,0.1541,0.0264,0.0079,0.0062,0.0025,0.0029,0.0958,0.0029,0.0051,0.0056,0.1684,0.0013,0.0051,0.1493,0.0017,0.0036,0.0077,0.0004,0.0456,0.0032,0.0013,0.0016
This Time Tomorrow,"Adventures of Tom Sawyer, The",Act 2,Unknown,Unknown,Unknown,0.4645,0.4452,"time, tomorrow, love, little, way",0.3642,0.0583,0.038,0.0244,0.0248,0.0095,0.0089,0.0154,0.2932,0.0801,0.3582,0.0441,0.0033,0.0055,0.0029,0.002,0.0025,0.001,0.0023,0.0031,0.0043,0.0028,0.0011,0.003,0.0034,0.0007,0.001,0.0019
I Can Read,"Adventures of Tom Sawyer, The",Act 2,Unknown,Unknown,Unknown,0.3636,0.3758,"huck, widow, read, write, wrong",0.6175,0.1287,0.0026,0.052,0.0079,0.0035,0.0152,0.0295,0.0134,0.0025,0.0008,0.0018,0.0675,0.0024,0.0188,0.0019,0.0753,0.0009,0.0039,0.0277,0.0007,0.0007,0.0016,0.0003,0.0033,0.0017,0.0004,0.0004
Murrell's Gold (Reprise),"Adventures of Tom Sawyer, The",Act 2,Unknown,Unknown,Unknown,0.6087,0.3623,"speak, tell, tom, huck, sheriff",0.6675,0.0295,0.0011,0.1497,0.0012,0.0006,0.0682,0.0105,0.022,0.0125,0.0004,0.0031,0.0557,0.0023,0.0024,0.0005,0.0271,0.0002,0.0084,0.0056,0.0023,0.0015,0.0013,0.0001,0.0019,0.0007,0.0004,0.0003
Angels Lost,"Adventures of Tom Sawyer, The",Act 2,Unknown,Unknown,Unknown,0.2754,0.4091,"lord, angel, couple, lose, love",0.1816,0.0301,0.0033,0.0237,0.0088,0.0084,0.0084,0.0118,0.0393,0.1949,0.6336,0.0604,0.0082,0.0029,0.0022,0.0026,0.0092,0.0008,0.0075,0.0387,0.0051,0.0067,0.0044,0.0052,0.1883,0.0014,0.0074,0.0133
Light,"Adventures of Tom Sawyer, The",Act 2,Unknown,Unknown,Unknown,0.5643,0.4286,"think, wish, light, run, fill",0.6387,0.0159,0.0026,0.0032,0.0027,0.0022,0.0017,0.0053,0.0461,0.138,0.004,0.2216,0.0096,0.0007,0.0015,0.0012,0.0044,0.0005,0.0019,0.0064,0.0014,0.001,0.0019,0.0039,0.0047,0.0004,0.0008,0.0015
Angels Lost (Reprise),"Adventures of Tom Sawyer, The",Act 2,Unknown,Unknown,Unknown,0.8824,0.4706,"thy, becky, kingdom, come, dear",0.44,0.1262,0.0057,0.002,0.0072,0.0038,0.0014,0.0446,0.0636,0.0191,0.0038,0.021,0.0082,0.0037,0.0017,0.01,0.0047,0.0018,0.001,0.0937,0.0075,0.0093,0.0017,0.0007,0.2398,0.0015,0.0071,0.0037
Light (Reprise),"Adventures of Tom Sawyer, The",Act 2,Unknown,Unknown,Unknown,0.8409,0.5,"town, look, track, disappear, black",0.9064,0.0494,0.0018,0.0009,0.0019,0.0029,0.0022,0.017,0.04,0.0063,0.0006,0.0046,0.0031,0.0006,0.001,0.0014,0.0036,0.0006,0.0005,0.0035,0.0019,0.0008,0.0009,0.0018,0.0022,0.0003,0.0004,0.0006
Overture,Aida,Act 1,1998,Elton John,Tim Rice,1.0,0.75,"instrumental, update, february",0.921,0.0135,0.0125,0.0039,0.0071,0.0011,0.005,0.0249,0.0082,0.0013,0.0013,0.0041,0.0033,0.0041,0.0038,0.0014,0.0011,0.0006,0.0009,0.0033,0.002,0.0013,0.0014,0.004,0.0036,0.0011,0.0008,0.0011
Every Story Is a Love Story,Aida,Act 1,1998,Elton John,Tim Rice,0.6818,0.4935,"story, tale, love, cast, heart",0.7873,0.1075,0.0044,0.0021,0.0081,0.0476,0.0073,0.0304,0.0054,0.0027,0.0296,0.0038,0.0063,0.0014,0.0007,0.0029,0.0055,0.0106,0.0023,0.0108,0.0013,0.0006,0.0025,0.0012,0.0054,0.0015,0.0013,0.0012
Fortune Favors the Brave,Aida,Act 1,1998,Elton John,Tim Rice,0.4466,0.4272,"oh, fortune, favor, radames, brave",0.8015,0.2002,0.0104,0.0014,0.0075,0.0218,0.0015,0.0239,0.0217,0.0027,0.0015,0.0033,0.003,0.0012,0.0012,0.0022,0.0014,0.0025,0.0005,0.0017,0.0006,0.0004,0.0007,0.0014,0.0008,0.0003,0.0003,0.0003
Past Is Another Land,Aida,Act 1,1998,Elton John,Tim Rice,0.7376,0.5177,"childhood, foreign, like, evil, sun",0.2759,0.0088,0.0006,0.0021,0.0013,0.001,0.0032,0.0161,0.0047,0.0039,0.0015,0.0045,0.1404,0.0011,0.0007,0.0009,0.0426,0.0004,0.0311,0.3177,0.0052,0.0049,0.0086,0.0005,0.3211,0.0031,0.0043,0.0032
Another Pyramid,Aida,Act 1,1998,Elton John,Tim Rice,0.5344,0.4733,"build, pyramid, egypt, zoser, away",0.8189,0.0469,0.0082,0.0013,0.022,0.0194,0.001,0.0084,0.0261,0.0087,0.0021,0.0398,0.0081,0.0013,0.0019,0.0035,0.0032,0.0019,0.0015,0.0099,0.0014,0.001,0.0019,0.0014,0.0194,0.0005,0.0011,0.0011
How I Know You,Aida,Act 1,1998,Elton John,Tim Rice,0.5266,0.4043,"know, mereb, aida, grow, family",0.678,0.0676,0.0064,0.0026,0.1892,0.0062,0.0044,0.0266,0.0289,0.0045,0.0029,0.0112,0.0075,0.0016,0.0026,0.0143,0.0202,0.0032,0.0013,0.0186,0.0011,0.0011,0.0012,0.0018,0.0077,0.0009,0.0009,0.0011
My Strongest Suit,Aida,Act 1,1998,Elton John,Tim Rice,0.4038,0.4656,"ooh, ah, strong, suit, anytime",0.4879,0.1261,0.0414,0.0058,0.0128,0.1586,0.0163,0.0257,0.004,0.0013,0.0099,0.0017,0.02,0.0565,0.0096,0.0025,0.0767,0.004,0.0023,0.0107,0.0014,0.0009,0.0027,0.0014,0.0024,0.0029,0.0006,0.0005
Fortune Favors the Brave (Reprise),Aida,Act 1,1998,Elton John,Tim Rice,0.7143,0.3673,"free, accident, want, rise, fall",0.6459,0.3978,0.0015,0.0035,0.0018,0.0038,0.0119,0.0434,0.0366,0.0025,0.0018,0.0027,0.0026,0.0008,0.0008,0.0011,0.0041,0.0004,0.0004,0.002,0.0006,0.0004,0.0006,0.0013,0.0007,0.0002,0.0002,0.0004
Enchantment Passing Through,Aida,Act 1,1998,Elton John,Tim Rice,0.5144,0.4327,"aida, radames, know, enchantment, tell",0.4307,0.0359,0.0216,0.0613,0.0327,0.236,0.0556,0.0475,0.0091,0.0016,0.0077,0.0033,0.0134,0.0443,0.0019,0.0017,0.0117,0.0036,0.0014,0.0658,0.0028,0.0029,0.0012,0.0011,0.0129,0.0022,0.0011,0.0012
My Strongest Suit (Reprise),Aida,Act 1,1998,Elton John,Tim Rice,0.7412,0.4824,"amneris, aida, great, find, leave",0.5082,0.0264,0.0058,0.0013,0.0314,0.0058,0.0014,0.0239,0.0082,0.0054,0.004,0.0089,0.0075,0.0019,0.0048,0.0042,0.0043,0.0013,0.0016,0.0543,0.0021,0.0034,0.0019,0.0019,0.3744,0.0013,0.0089,0.0033
Dance of the Robe,Aida,Act 1,1998,Elton John,Tim Rice,0.453,0.3675,"aida, ah, ask, know, nubians",0.5773,0.0519,0.0061,0.0066,0.0036,0.018,0.0097,0.0184,0.0455,0.0215,0.002,0.0635,0.0096,0.0028,0.0014,0.0018,0.0054,0.0014,0.0014,0.0099,0.2154,0.0397,0.0026,0.0013,0.0092,0.0014,0.0012,0.0008
